Date,Open,High,Low,Close,Adj Close,Volume,mean_weighted_sentiment,num_tweets
1/1/2022,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004,0.100179437,13259
1/2/2022,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547,0.076258979,14544
1/3/2022,47343.54297,47510.72656,45835.96484,46458.11719,46458.11719,33071628362,0.075940797,22219
1/4/2022,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905,0.074601326,18951
1/5/2022,45899.35938,46929.04688,42798.22266,43569.00391,43569.00391,36851084859,0.060661481,23294
1/6/2022,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289,0.031308592,25576
1/7/2022,43153.57031,43153.57031,41077.44531,41557.90234,41557.90234,84196607520,0.043346284,25579
1/8/2022,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845,0.035276357,20416
1/9/2022,41734.72656,42663.94922,41338.16016,41911.60156,41911.60156,21294384372,0.063756508,17146
1/10/2022,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331,0.051472469,23850
1/11/2022,41819.50781,43001.15625,41407.75391,42735.85547,42735.85547,26327648900,0.071061362,21289
1/12/2022,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689,0.068881893,22115
1/13/2022,43946.74219,44278.42188,42447.04297,42591.57031,42591.57031,47691135082,0.080315006,19992
1/14/2022,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399,0.060098826,18481
1/15/2022,43101.89844,43724.67188,42669.03516,43177.39844,43177.39844,18371348298,0.066167824,14746
1/16/2022,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845,0.076585122,14440
1/17/2022,43118.12109,43179.39063,41680.32031,42250.55078,42250.55078,21690904261,0.065241858,18028
1/18/2022,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227,0.074465397,20082
1/19/2022,42374.03906,42478.30469,41242.91406,41744.32813,41744.32813,23091543258,0.071927088,20012
1/20/2022,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940,0.065783906,23489
1/21/2022,40699.60547,41060.52734,35791.42578,36457.31641,36457.31641,43011992031,0.006722967,36025
1/22/2022,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405,0.020088633,32911
1/23/2022,35047.35938,36433.3125,34784.96875,36276.80469,36276.80469,26017975951,0.052573651,21228
1/24/2022,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597,0.030550288,30306
1/25/2022,36654.80469,37444.57031,35779.42969,36954.00391,36954.00391,26428189594,0.044890477,23463
1/26/2022,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034,0.039947591,25310
1/27/2022,36841.87891,37148.32422,35629.28125,37138.23438,37138.23438,25041426629,0.048379925,21410
1/28/2022,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523,0.075838878,21800
1/29/2022,37780.71484,38576.26172,37406.47266,38138.17969,38138.17969,17194183075,0.068280695,17520
1/30/2022,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444,0.066590321,15914
1/31/2022,37920.28125,38647.26172,36733.57422,38483.125,38483.125,20734730465,0.048880697,20149
2/1/2022,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328,0.050515835,22944
2/2/2022,38743.71484,38834.61719,36832.73047,36952.98438,36952.98438,19155189416,0.064337238,21014
2/3/2022,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769,0.049654788,19846
2/4/2022,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792,0.040060007,24952
2/5/2022,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215,0.047876564,21765
2/6/2022,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334,0.065491351,18162
2/7/2022,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926,0.067746942,25122
2/8/2022,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868,0.069285578,23601
2/9/2022,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300,0.068076131,24388
2/10/2022,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537,0.044357708,24474
2/11/2022,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781,0.056117781,21132
2/12/2022,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304,0.059343895,17112
2/13/2022,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015,0.061334164,16681
2/14/2022,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012,0.062098968,20771
2/15/2022,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051,0.058326335,24747
2/16/2022,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657,0.046208257,21129
2/17/2022,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813,0.04006077,25280
2/18/2022,40552.13281,40929.15234,39637.61719,40030.97656,40030.97656,23310007704,0.031073555,23195
2/19/2022,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863,0.044464806,17102
2/20/2022,40118.10156,40119.89063,38112.8125,38431.37891,38431.37891,18340576452,0.034968718,19188
2/21/2022,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798,0.039657665,22924
2/22/2022,37068.76953,38359.85547,36488.93359,38286.02734,38286.02734,25493150450,0.043168263,22402
2/23/2022,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843,0.048348524,21174
2/24/2022,37278.56641,38968.83984,34459.21875,38332.60938,38332.60938,46383802093,0.012705665,27879
2/25/2022,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159,0.04475467,21323
2/26/2022,39213.08203,40005.34766,38702.53516,39105.14844,39105.14844,17467554129,0.051888111,16439
2/27/2022,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612,0.048156687,16587
2/28/2022,37706,43760.45703,37518.21484,43193.23438,43193.23438,35690014104,0.043317414,25659
3/1/2022,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645,0.051007696,25185
3/2/2022,44357.61719,45077.57813,43432.85156,43924.11719,43924.11719,29183112630,0.053645003,20718
3/3/2022,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593,0.057756926,19854
3/4/2022,42458.14063,42479.61328,38805.84766,39137.60547,39137.60547,28516271427,0.048660666,20953
3/5/2022,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450,0.07662166,15617
3/6/2022,39404.19922,39640.17578,38211.64844,38419.98438,38419.98438,19745229902,0.064288082,14917
3/7/2022,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503,0.061668396,19515
3/8/2022,38059.90234,39304.44141,37957.38672,38737.26953,38737.26953,25776583476,0.055303189,18386
3/9/2022,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034,0.065240038,23769
3/10/2022,41974.07031,42004.72656,38832.94141,39437.46094,39437.46094,31078064711,0.054905877,20585
3/11/2022,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465,0.059807816,19042
3/12/2022,38794.46484,39308.59766,38772.53516,38904.01172,38904.01172,14616450657,0.073834365,15737
3/13/2022,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310,0.060031432,15327
3/14/2022,37846.31641,39742.5,37680.73438,39666.75391,39666.75391,24322159070,0.050330005,21046
3/15/2022,39664.25,39794.62891,38310.21094,39338.78516,39338.78516,23934000868,0.066034856,19267
3/16/2022,39335.57031,41465.45313,39022.34766,41143.92969,41143.92969,39616916192,0.060786437,22101
3/17/2022,41140.84375,41287.53516,40662.87109,40951.37891,40951.37891,22009601093,0.076210112,17489
3/18/2022,40944.83984,42195.74609,40302.39844,41801.15625,41801.15625,34421564942,0.056598437,17824
3/19/2022,41794.64844,42316.55469,41602.66797,42190.65234,42190.65234,19664853187,0.077117345,14945
3/20/2022,42191.40625,42241.16406,41004.75781,41247.82422,41247.82422,20127946682,0.072738932,14351
3/21/2022,41246.13281,41454.41016,40668.04297,41077.99609,41077.99609,24615543271,0.068247341,19185
3/22/2022,41074.10547,43124.70703,40948.28125,42358.80859,42358.80859,32004652376,0.068989285,21336
3/23/2022,42364.37891,42893.50781,41877.50781,42892.95703,42892.95703,25242943069,0.062038625,19520
3/24/2022,42886.65234,44131.85547,42726.16406,43960.93359,43960.93359,31042992291,0.064797662,23683
3/25/2022,43964.54688,44999.49219,43706.28516,44348.73047,44348.73047,30574413034,0.066792218,23711
3/26/2022,44349.85938,44735.99609,44166.27344,44500.82813,44500.82813,16950455995,0.063101022,17001
3/27/2022,44505.35547,46827.54688,44437.29297,46820.49219,46820.49219,28160889722,0.06692969,21208
3/28/2022,46821.85156,48086.83594,46690.20313,47128.00391,47128.00391,36362175703,0.058380944,25312
3/29/2022,47100.4375,48022.28906,47100.4375,47465.73047,47465.73047,31397059069,0.069052769,22646
3/30/2022,47456.89844,47655.14844,46746.21094,47062.66406,47062.66406,29333883962,0.090043704,25279
3/31/2022,47062.14844,47512.02734,45390.53906,45538.67578,45538.67578,33327427106,0.093764774,25408
4/1/2022,45554.16406,46616.24219,44403.14063,46281.64453,46281.64453,38162644287,0.08382019,27669
4/2/2022,46285.5,47028.28125,45782.51172,45868.94922,45868.94922,29336594194,0.103263887,20472
4/3/2022,45859.12891,47313.47656,45634.10547,46453.56641,46453.56641,25414397610,0.108220001,19757
4/4/2022,46445.27344,46791.08984,45235.81641,46622.67578,46622.67578,32499785455,0.111066872,24198
4/5/2022,46624.50781,47106.14063,45544.80859,45555.99219,45555.99219,29640604055,0.106992648,25533
4/6/2022,45544.35547,45544.35547,43193.95313,43206.73828,43206.73828,39393395788,0.090191481,27745
4/7/2022,43207.5,43860.69922,42899.90625,43503.84766,43503.84766,26101973106,0.096280791,28749
4/8/2022,43505.13672,43903.01953,42183.28906,42287.66406,42287.66406,27215995394,0.105011036,27431
4/9/2022,42282.07813,42786.81641,42183.25391,42782.13672,42782.13672,16050772496,0.126290911,21004
4/10/2022,42781.08984,43376.37891,42021.20703,42207.67188,42207.67188,17654475582,0.126999899,20285
4/11/2022,42201.03906,42424.58984,39373.05859,39521.90234,39521.90234,33949912166,0.077829978,29752
4/12/2022,39533.71484,40617.58594,39388.32813,40127.18359,40127.18359,30991500854,0.081731578,27204
4/13/2022,40123.57031,41430.05469,39712.74609,41166.73047,41166.73047,27691105228,0.101596152,25488
4/14/2022,41160.21875,41451.48047,39695.74609,39935.51563,39935.51563,24342001973,0.10235921,23360
4/15/2022,39939.40234,40617.72266,39866.83203,40553.46484,40553.46484,21756855753,0.122010952,21103
4/16/2022,40552.31641,40633.67969,40078.42578,40424.48438,40424.48438,16833150693,0.153052554,18687
4/17/2022,40417.77734,40570.72656,39620.89453,39716.95313,39716.95313,19087633042,0.145259002,18732
4/18/2022,39721.20313,40986.32031,38696.19141,40826.21484,40826.21484,33705182072,0.113307889,25902
4/19/2022,40828.17578,41672.96094,40618.63281,41502.75,41502.75,25303206547,0.164711862,25338
4/20/2022,41501.74609,42126.30078,40961.09766,41374.37891,41374.37891,27819532341,0.149232111,25559
4/21/2022,41371.51563,42893.58203,40063.82813,40527.36328,40527.36328,35372786395,0.133109091,26683
4/22/2022,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745,0.118273706,25683
4/23/2022,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249,0.163072182,20294
4/24/2022,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167,0.145534422,18740
4/25/2022,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570,0.095461038,26028
4/26/2022,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416,0.105756933,26769
4/27/2022,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184,0.106721063,28429
4/28/2022,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907,0.091323156,27217
4/29/2022,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649,0.101143428,25009
4/30/2022,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731,0.115887272,21055
5/1/2022,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110,0.115617332,22888
5/2/2022,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426,0.09730137,23190
5/3/2022,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244,0.11226238,20289
5/4/2022,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490,0.116448474,26281
5/5/2022,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317,0.075499902,30367
5/6/2022,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489,0.073564109,28444
5/7/2022,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406,0.112991963,21730
5/8/2022,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910,0.07525099,25419
5/9/2022,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961,0.033869745,42228
5/10/2022,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817,0.051182248,33564
5/11/2022,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818,0.042755074,40002
5/12/2022,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272,0.024969633,40636
5/13/2022,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537,0.050684242,31473
5/14/2022,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620,0.05728446,23428
5/15/2022,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065,0.095358931,20699
5/16/2022,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286,0.074041302,27794
5/17/2022,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475,0.090738732,25074
5/18/2022,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319,0.081332819,24375
5/19/2022,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707,0.078284339,22621
5/20/2022,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605,0.093306092,22560
5/21/2022,29199.85938,29588.86914,29027.39453,29432.22656,29432.22656,17274840442,0.118030522,19118
5/22/2022,29432.47266,30425.86133,29275.18359,30323.72266,30323.72266,21631532270,0.117806392,21733
5/23/2022,30309.39648,30590.58594,28975.56055,29098.91016,29098.91016,31483454557,0.100171012,23469
5/24/2022,29101.125,29774.35547,28786.58984,29655.58594,29655.58594,26616506245,0.098899178,22842
5/25/2022,29653.13477,30157.78516,29384.94922,29562.36133,29562.36133,27525063551,0.084222956,22455
5/26/2022,29564.77734,29834.16016,28261.90625,29267.22461,29267.22461,36774325352,0.097301864,23417
5/27/2022,29251.14063,29346.94336,28326.61328,28627.57422,28627.57422,36582005748,0.085433721,22252
5/28/2022,28622.625,28814.90039,28554.56641,28814.90039,28814.90039,35519577634,0.123890099,18222
5/29/2022,29019.86719,29498.00977,28841.10742,29445.95703,29445.95703,18093886409,0.107757403,17688
5/30/2022,29443.36523,31949.63086,29303.57227,31726.39063,31726.39063,39277993274,0.098674575,25137
5/31/2022,31723.86523,32249.86328,31286.1543,31792.31055,31792.31055,33538210634,0.103861537,24486
6/1/2022,31792.55469,31957.28516,29501.58789,29799.08008,29799.08008,41135817341,0.105914917,23767
6/2/2022,29794.89063,30604.73438,29652.70508,30467.48828,30467.48828,29083562061,0.099869426,16137
6/3/2022,30467.80664,30633.03516,29375.68945,29704.39063,29704.39063,26175547452,0.098615059,22638
6/4/2022,29706.13867,29930.56445,29500.00586,29832.91406,29832.91406,16588370958,0.112629151,18246
6/5/2022,29835.11719,30117.74414,29574.44922,29906.66211,29906.66211,17264085441,0.105845504,18637
6/6/2022,29910.2832,31693.29102,29894.1875,31370.67188,31370.67188,31947336829,0.096042644,25343
6/7/2022,31371.74219,31489.68359,29311.68359,31155.47852,31155.47852,40770974039,0.091658942,26845
6/8/2022,31151.48047,31253.69141,29944.4043,30214.35547,30214.35547,30242059107,0.095928551,23097
6/9/2022,30215.2793,30609.31055,30020.26563,30111.99805,30111.99805,21692004719,0.113085296,21522
6/10/2022,30110.33008,30245.80859,28978.14648,29083.80469,29083.80469,29867476527,0.086959235,23849
6/11/2022,29084.66602,29401.91602,28236.21289,28360.81055,28360.81055,27246574439,0.096915297,21106
6/12/2022,28373.51367,28502.68555,26762.64844,26762.64844,26762.64844,34163220274,0.075548914,22807
6/13/2022,26737.57813,26795.58984,22141.25781,22487.38867,22487.38867,68204556440,0.011480028,48656
6/14/2022,22487.98633,23018.95117,20950.81836,22206.79297,22206.79297,50913575242,0.007075759,36925
6/15/2022,22196.73047,22642.67188,20178.37695,22572.83984,22572.83984,54912007015,0.01839059,36555
6/16/2022,22576.30469,22868.92188,20265.22656,20381.65039,20381.65039,31183975654,0.039584921,28810
6/17/2022,20385.71875,21243.3125,20326.51953,20471.48242,20471.48242,27132421514,0.04021676,26250
6/18/2022,20473.42578,20736.04102,17708.62305,19017.64258,19017.64258,42009436760,0.011576307,43407
6/19/2022,19010.90234,20683.82227,18067.15234,20553.27148,20553.27148,35329942625,0.039505618,31544
6/20/2022,20553.37109,20913.32227,19689.16992,20599.53711,20599.53711,30818458597,0.064217498,28179
6/21/2022,20594.29492,21620.62891,20415.0625,20710.59766,20710.59766,28970212744,0.079388079,27043
6/22/2022,20719.41406,20835.75,19848.07813,19987.0293,19987.0293,28574793478,0.073069301,25013
6/23/2022,19986.60742,21135.76172,19950.11719,21085.87695,21085.87695,26188097173,0.078466668,24438
6/24/2022,21084.64844,21472.91797,20777.51172,21231.65625,21231.65625,24957784918,0.07828,23773
6/25/2022,21233.60938,21520.91406,20964.58594,21502.33789,21502.33789,18372538715,0.080462412,20237
6/26/2022,21496.49414,21783.72461,21016.26953,21027.29492,21027.29492,18027170497,0.102278722,19190
6/27/2022,21028.23828,21478.08984,20620.19922,20735.47852,20735.47852,20965695707,0.089606917,23433
6/28/2022,20731.54492,21164.42383,20228.8125,20280.63477,20280.63477,21381535161,0.087097958,24014
6/29/2022,20281.16992,20364.15625,19937.79102,20104.02344,20104.02344,23552740328,0.067549121,25580
6/30/2022,20108.3125,20141.16016,18729.65625,19784.72656,19784.72656,26267239923,0.049024823,28715
7/1/2022,19820.4707,20632.67188,19073.70898,19269.36719,19269.36719,30767551159,0.063612494,26008
7/2/2022,19274.83594,19371.74805,19027.08203,19242.25586,19242.25586,18100418740,0.090781462,20101
7/3/2022,19242.0957,19558.26953,18966.95117,19297.07617,19297.07617,16390821947,0.098108496,20411
7/4/2022,19297.31445,20258.74805,19063.06641,20231.26172,20231.26172,21594638208,0.083605476,24085
7/5/2022,20225.35352,20635.4668,19341.23242,20190.11523,20190.11523,26715546990,0.080219295,24112
7/6/2022,20194.61914,20595.5293,19823.51172,20548.24609,20548.24609,24598943708,0.086982955,24132
7/7/2022,20547.81445,21771.81641,20296.10352,21637.58789,21637.58789,25814972520,0.08466953,25350
7/8/2022,21637.1543,22314.94141,21257.45313,21731.11719,21731.11719,49899834488,0.081506712,24204
7/9/2022,21716.82813,21877.13867,21445.95703,21592.20703,21592.20703,29641127858,0.092956035,19228
7/10/2022,21591.08008,21591.08008,20727.12305,20860.44922,20860.44922,28688807249,0.094087381,18546
7/11/2022,20856.35352,20856.35352,19924.53906,19970.55664,19970.55664,24150249025,0.06041675,24290
7/12/2022,19970.47461,20043.44531,19308.53125,19323.91406,19323.91406,25810220018,0.062707321,24352
7/13/2022,19325.97266,20223.05273,18999.95313,20212.07422,20212.07422,33042430345,0.038985653,25194
7/14/2022,20211.4668,20789.89453,19689.25781,20569.91992,20569.91992,31158743333,0.073675655,24008
7/15/2022,20573.15625,21138.24414,20397,20836.32813,20836.32813,25905575359,0.094145024,22416
7/16/2022,20834.10352,21514.4043,20518.89844,21190.31641,21190.31641,24302954056,0.10787408,21121
7/17/2022,21195.04102,21600.64063,20778.17969,20779.34375,20779.34375,22927802083,0.105580798,20287
7/18/2022,20781.91211,22633.0332,20781.91211,22485.68945,22485.68945,39974475562,0.09517501,27652
7/19/2022,22467.84961,23666.96289,21683.40625,23389.43359,23389.43359,48765202697,0.094882702,28804
7/20/2022,23393.19141,24196.81836,23009.94922,23231.73242,23231.73242,42932549127,0.07108346,32246
7/21/2022,23233.20117,23388.32227,22431.14844,23164.62891,23164.62891,33631012204,0.069726606,29583
7/22/2022,23163.75195,23671.92773,22603.41602,22714.97852,22714.97852,31421555646,0.088743569,25167
7/23/2022,22706.98438,22977.21094,22002.91016,22465.47852,22465.47852,24021799169,0.067400668,20395
7/24/2022,22465.50977,22974.00195,22306.83984,22609.16406,22609.16406,23565495303,0.105850027,20615
7/25/2022,22607.15625,22649.12109,21361.64258,21361.70117,21361.70117,35574561406,0.082108552,25525
7/26/2022,21361.12109,21361.12109,20776.81641,21239.75391,21239.75391,28624673855,0.083257909,26003
7/27/2022,21244.16992,22986.5293,21070.80664,22930.54883,22930.54883,31758955233,0.078405478,26144
7/28/2022,22933.64063,24110.4707,22722.26563,23843.88672,23843.88672,40212386158,0.040793615,25854
7/29/2022,23845.21289,24294.78711,23481.17383,23804.63281,23804.63281,35887249746,0.058931056,24450
7/30/2022,23796.81836,24572.58008,23580.50781,23656.20703,23656.20703,28148218301,0.073910939,21109
7/31/2022,23652.07031,24121.64258,23275.70313,23336.89648,23336.89648,23553591896,0.090322105,20502
8/1/2022,23336.71875,23464.78711,22890.79688,23314.19922,23314.19922,25849159141,0.081356566,25413
8/2/2022,23308.43359,23415.04102,22710.08398,22978.11719,22978.11719,28389250717,0.091540547,25960
8/3/2022,22981.30273,23578.65039,22747.83594,22846.50781,22846.50781,26288169966,0.054506003,26072
8/4/2022,22848.21484,23198.00977,22485.70117,22630.95703,22630.95703,25120229769,0.057199319,25007
8/5/2022,22626.83398,23422.82813,22612.17773,23289.31445,23289.31445,28881249043,0.04934662,24799
8/6/2022,23291.42383,23326.5625,22961.2793,22961.2793,22961.2793,15978259885,0.079078322,20760
8/7/2022,22963.50586,23359.00977,22894.55664,23175.89063,23175.89063,15886817043,0.113425976,22350
8/8/2022,23179.52734,24203.68945,23176.54688,23809.48633,23809.48633,28575544847,0.056296939,28333
8/9/2022,23811.48438,23898.61523,22982,23164.31836,23164.31836,23555719219,0.071229177,26921
8/10/2022,23162.89844,24127.41406,22771.51953,23947.64258,23947.64258,32837431722,0.0437176,26141
8/11/2022,23948.3457,24822.62891,23900.99609,23957.5293,23957.5293,37127036580,0.062737663,27489
8/12/2022,23957.20313,24412.56641,23657.26563,24402.81836,24402.81836,27265804688,0.080200758,25370
8/13/2022,24402.1875,24860.05078,24346.11523,24424.06836,24424.06836,22987346289,0.105058514,21707
8/14/2022,24429.05664,24974.91406,24206.25977,24319.33398,24319.33398,22994133555,0.10526,20738
8/15/2022,24318.31641,25135.58984,23839.77539,24136.97266,24136.97266,35123501685,0.093246694,25258
