Date,Open,High,Low,Close,Adj Close,Volume,mean_weighted_sentiment,num_tweets
8/16/2022,24126.13672,24228.41602,23733.5,23883.29102,23883.29102,27753685646,0.076776205,23805
8/17/2022,23881.31641,24407.05859,23243.35352,23335.99805,23335.99805,30931623076,0.060212227,25031
8/18/2022,23341.03906,23563.83203,23177.60156,23212.73828,23212.73828,23747613147,0.065888112,22845
8/19/2022,23213.3125,23213.3125,20868.84766,20877.55273,20877.55273,40509610260,0.048062586,28593
8/20/2022,20872.8418,21350.80664,20856.73047,21166.06055,21166.06055,27595671000,0.035607874,20873
8/21/2022,21160.39258,21668.8457,21103.19727,21534.12109,21534.12109,23102307723,0.055008123,18777
8/22/2022,21531.46289,21531.46289,20939.18359,21398.9082,21398.9082,31666498758,0.035017926,24095
8/23/2022,21401.04492,21646.20313,20955.13867,21528.08789,21528.08789,31878280659,0.074682908,24597
8/24/2022,21526.45508,21783.07617,21195.00586,21395.01953,21395.01953,31962253368,0.064952955,23022
8/25/2022,21395.45898,21789.63672,21362.44141,21600.9043,21600.9043,31028679593,0.063037537,22784
8/26/2022,21596.08594,21804.9082,20199.48242,20260.01953,20260.01953,42326789564,0.041953742,25790
8/27/2022,20262.48047,20340.77539,19890.52344,20041.73828,20041.73828,30116729776,0.047068232,22939
8/28/2022,20041.03516,20139.05469,19616.81445,19616.81445,19616.81445,24366810591,0.061959635,20714
8/29/2022,19615.1543,20357.46289,19600.78516,20297.99414,20297.99414,32637854078,0.044536795,24963
8/30/2022,20298.61133,20542.64453,19617.64063,19796.80859,19796.80859,34483360283,0.074131642,24227
8/31/2022,19799.58203,20420.99023,19799.58203,20049.76367,20049.76367,33225232872,0.067457662,23789
9/1/2022,20050.49805,20198.39063,19653.96875,20127.14063,20127.14063,30182031010,0.06910852,22935
9/2/2022,20126.07227,20401.56836,19814.76563,19969.77148,19969.77148,29123998928,0.076613471,22310
9/3/2022,19969.71875,20037.00977,19698.35547,19832.08789,19832.08789,23613051457,0.084476531,17976
9/4/2022,19832.4707,19999.68945,19636.81641,19986.71289,19986.71289,25245861652,0.077577253,18104
9/5/2022,19988.78906,20031.16016,19673.04688,19812.37109,19812.37109,28813460025,0.062742843,22474
9/6/2022,19817.72461,20155.26953,18800.17188,18837.66797,18837.66797,43403978910,0.046719484,26125
9/7/2022,18837.68359,19427.17188,18644.4668,19290.32422,19290.32422,35239757134,0.054399201,28898
9/8/2022,19289.94141,19417.35156,19076.71484,19329.83398,19329.83398,32194477850,0.050669674,24210
9/9/2022,19328.14063,21439.41016,19310.96289,21381.15234,21381.15234,48469528171,0.074873786,26007
9/10/2022,21376.91211,21760.27539,21168.72266,21680.53906,21680.53906,36913738894,0.086009556,19380
9/11/2022,21678.54297,21770.55273,21406.94531,21769.25586,21769.25586,34493951963,0.087868113,18084
9/12/2022,21770.14844,22439.18164,21603.89648,22370.44922,22370.44922,50212088965,0.068987934,24195
9/13/2022,22371.48047,22673.82031,20062.66992,20296.70703,20296.70703,51091116622,0.048112992,27631
9/14/2022,20184.55469,20467.20117,19793.39648,20241.08984,20241.08984,37872380889,0.062203605,23795
9/15/2022,20242.28906,20318.16602,19636.73438,19701.21094,19701.21094,36389011503,0.079306692,22291
9/16/2022,19704.00586,19870.62891,19400.07617,19772.58398,19772.58398,30123362273,0.056299343,21668
9/17/2022,19777.0332,20162.53125,19777.0332,20127.57617,20127.57617,24957448100,0.08769143,18194
9/18/2022,20127.23438,20127.23438,19387.49219,19419.50586,19419.50586,31254779144,0.070308332,18803
9/19/2022,19418.57227,19639.48047,18390.31836,19544.12891,19544.12891,40177002624,0.031652847,25673
9/20/2022,19545.5918,19602.45703,18813.45508,18890.78906,18890.78906,36791346508,0.063295684,24155
9/21/2022,18891.2832,19674.63086,18290.31445,18547.40039,18547.40039,46363793975,0.062710955,25059
9/22/2022,18534.65039,19456.91016,18415.5918,19413.55078,19413.55078,41135767926,0.068612471,22556
9/23/2022,19412.40039,19464.67188,18617.55273,19297.63867,19297.63867,38896078052,0.053719943,21335
9/24/2022,19296.99023,19310.19727,18861.97461,18937.01172,18937.01172,26149643168,0.063122574,17190
9/25/2022,18936.31055,19134.73242,18696.46875,18802.09766,18802.09766,23359966112,0.08679883,17624
9/26/2022,18803.90039,19274.87305,18721.28516,19222.67188,19222.67188,44148798321,0.071418746,23074
9/27/2022,19221.83984,20338.45508,18915.66797,19110.54688,19110.54688,58571439619,0.069898974,26407
9/28/2022,19104.62109,19688.34375,18553.29688,19426.7207,19426.7207,53071298734,0.062148811,25469
9/29/2022,19427.7793,19589.26563,18924.35352,19573.05078,19573.05078,41037843771,0.055729029,24809
9/30/2022,19573.43164,20109.84961,19265.66211,19431.78906,19431.78906,43975248085,0.047238585,24375
10/1/2022,19431.10547,19471.1543,19231.08203,19312.0957,19312.0957,18719537670,0.067988606,18560
10/2/2022,19311.84961,19370.30859,18970.62109,19044.10742,19044.10742,20765955327,0.067307878,19301
10/3/2022,19044.06836,19653.54297,19025.22656,19623.58008,19623.58008,30484729489,0.063988074,23857
10/4/2022,19623.58398,20380.34375,19523.83984,20336.84375,20336.84375,35887278685,0.058772934,25858
10/5/2022,20335.90039,20343.74805,19801.80078,20160.7168,20160.7168,33223790572,0.058178696,24295
10/6/2022,20161.03906,20408.39258,19900.08789,19955.44336,19955.44336,34711412966,0.05302022,23423
10/7/2022,19957.55859,20041.08594,19395.79297,19546.84961,19546.84961,29227315390,0.055040022,23230
10/8/2022,19546.32813,19601.69531,19299.41406,19416.56836,19416.56836,16437423167,0.067113384,19941
10/9/2022,19417.47852,19542.53906,19349.25977,19446.42578,19446.42578,16837262532,0.092852636,18971
10/10/2022,19446.41602,19515.4668,19102.97852,19141.48438,19141.48438,27425022774,0.067957166,24153
10/11/2022,19139,19241.96094,18925.60352,19051.41797,19051.41797,28711532910,0.053009673,26163
10/12/2022,19052.64648,19203.19922,19029.75781,19157.44531,19157.44531,24950173846,0.067423318,24757
10/13/2022,19156.9668,19453.32813,18319.82227,19382.9043,19382.9043,44219840004,0.055497913,29522
10/14/2022,19382.5332,19889.14648,19115.4082,19185.65625,19185.65625,38452356727,0.069352972,26185
10/15/2022,19185.4375,19212.54102,19019.25,19067.63477,19067.63477,16192235532,0.075082099,21387
10/16/2022,19068.91406,19389.60352,19068.91406,19268.09375,19268.09375,17988916650,0.070008029,22568
10/17/2022,19268.5625,19635.80273,19173.33398,19550.75781,19550.75781,27472552998,0.08081929,25041
10/18/2022,19550.4668,19666.99414,19144.76953,19334.41602,19334.41602,30580012344,0.062881226,25572
10/19/2022,19335.02734,19348.41602,19127.6875,19139.53516,19139.53516,22425387184,0.077234895,25050
10/20/2022,19138.08594,19315.19922,18971.45898,19053.74023,19053.74023,24493974420,0.081222584,24290
10/21/2022,19053.20313,19237.38477,18770.9707,19172.46875,19172.46875,32459287866,0.07150931,24787
10/22/2022,19172.38086,19248.06836,19132.24414,19208.18945,19208.18945,16104440957,0.075110073,21302
10/23/2022,19207.73438,19646.65234,19124.19727,19567.00781,19567.00781,22128794335,0.087045842,21258
10/24/2022,19567.76953,19589.125,19206.32422,19345.57227,19345.57227,30202235805,0.071074322,23907
10/25/2022,19344.96484,20348.41211,19261.44727,20095.85742,20095.85742,47761524910,0.089118323,26861
10/26/2022,20092.23633,20938.13477,20076.11719,20770.44141,20770.44141,58895950537,0.086342061,26656
10/27/2022,20772.80273,20854.04492,20255.37305,20285.83594,20285.83594,49625110402,0.096155836,24851
10/28/2022,20287.95703,20724.98047,20086.06836,20595.35156,20595.35156,43994715910,0.100414118,24563
10/29/2022,20595.10352,20988.39453,20566.48438,20818.47656,20818.47656,40369840645,0.09317829,20388
10/30/2022,20817.98242,20917.00586,20547.46289,20635.60352,20635.60352,31486345556,0.11695637,20157
10/31/2022,20633.69531,20795.32031,20287.45898,20495.77344,20495.77344,45668466815,0.095832689,26976
11/1/2022,20494.89844,20647.28906,20359.8457,20485.27344,20485.27344,39819303159,0.092343443,50139
11/2/2022,20482.95898,20742.81055,20087.13477,20159.50391,20159.50391,55552169483,0.070040403,47908
11/3/2022,20162.68945,20382.0957,20086.24023,20209.98828,20209.98828,43228750179,0.066778867,50769
11/4/2022,20208.76953,21209.56055,20188.01953,21147.23047,21147.23047,64072727950,0.07997745,57478
11/5/2022,21144.83203,21446.88672,21097.63477,21282.69141,21282.69141,37846047609,0.085863037,57362
11/6/2022,21285.05664,21345.37695,20920.19141,20926.48633,20926.48633,35082693210,0.098340147,51656
11/7/2022,20924.62109,21053.24609,20489.97266,20602.81641,20602.81641,53510852236,0.087646519,52041
11/8/2022,20600.67188,20664.60742,17603.54492,18541.27148,18541.27148,1.19E+11,0.044860074,61882
11/9/2022,18543.76172,18590.45898,15682.69238,15880.78027,15880.78027,1.03E+11,0.01301513,77951
11/10/2022,15883.1582,18054.3125,15834.01856,17586.77148,17586.77148,83202283721,0.011191414,78451
11/11/2022,17583.25195,17650.94336,16543.48242,17034.29297,17034.29297,55871616488,0.014100919,65408
11/12/2022,17036.875,17066.67578,16651.77539,16799.18555,16799.18555,29717699419,0.01071506,54562
11/13/2022,16799.72266,16920.76563,16320.63477,16353.36523,16353.36523,27209183682,0.019107649,49643
11/14/2022,16352.02832,17109.32422,15872.94141,16618.19922,16618.19922,49630243054,0.028623098,54427
11/15/2022,16617.48438,17051.96289,16542.55078,16884.61328,16884.61328,36599436183,0.045834328,59483
11/16/2022,16884.3418,16960.29492,16430.11133,16669.43945,16669.43945,33925512989,0.060506476,56792
11/17/2022,16670.42578,16726.43945,16460.68359,16687.51758,16687.51758,27868914022,0.056159496,55512
11/18/2022,16687.91211,16947.05859,16564.61133,16697.77734,16697.77734,26862218609,0.046763745,53892
11/19/2022,16696.2207,16797.87695,16570.41016,16711.54688,16711.54688,16106223492,0.044203323,46490
11/20/2022,16712.91992,16746.7793,16248.69238,16291.83203,16291.83203,21313378652,0.03787945,46670
11/21/2022,16291.22363,16291.22363,15599.04688,15787.28418,15787.28418,37429485518,0.027722772,58651
11/22/2022,15782.30078,16253.04785,15656.60645,16189.76953,16189.76953,30726828760,0.027731546,61620
11/23/2022,16195.58887,16638.19336,16170.50293,16610.70703,16610.70703,32958875628,0.032416914,56385
11/24/2022,16611.63672,16771.47461,16501.76758,16604.46484,16604.46484,26129037414,0.040928025,51221
11/25/2022,16602.26953,16603.31641,16388.4043,16521.8418,16521.8418,18678255976,0.0702825,48711
11/26/2022,16521.57617,16666.86328,16416.22852,16464.28125,16464.28125,18000008764,0.09056263,48690
11/27/2022,16463.88281,16594.40625,16437.02539,16444.62695,16444.62695,20443898509,0.090174026,22078
11/28/2022,16440.22266,16482.93359,16054.53027,16217.32227,16217.32227,27743025156,0.071929062,48598
11/29/2022,16217.63965,16522.25781,16139.39648,16444.98242,16444.98242,23581685468,0.062858798,50859
11/30/2022,16445.47656,17190.9375,16445.47656,17168.56641,17168.56641,29523576583,0.061577266,50686
12/1/2022,17168.00195,17197.49805,16888.38867,16967.13281,16967.13281,22895392882,0.058093737,49867
12/2/2022,16968.68359,17088.66016,16877.88086,17088.66016,17088.66016,19539705127,0.057057324,45726
12/3/2022,17090.09766,17116.04102,16888.14063,16908.23633,16908.23633,16217776704,0.057238029,40614
12/4/2022,16908.16992,17157.76758,16903.43945,17130.48633,17130.48633,16824520830,0.063168927,36693
12/5/2022,17128.89453,17378.15234,16922.43164,16974.82617,16974.82617,22209086834,0.063803881,41978
12/6/2022,16975.23828,17091.86328,16939.92188,17089.50391,17089.50391,19889922369,0.05881527,45838
12/7/2022,17089.50586,17109.37695,16750.55859,16848.12695,16848.12695,19675404389,0.052680691,43914
12/8/2022,16847.34961,17267.91602,16788.7832,17233.47461,17233.47461,20496603770,0.057154228,43863
12/9/2022,17232.14844,17280.54688,17100.83594,17133.15234,17133.15234,20328426366,0.061482388,43361
12/10/2022,17134.2207,17216.82617,17120.68359,17128.72461,17128.72461,12706781969,0.053167641,39326
12/11/2022,17129.71094,17245.63477,17091.82031,17104.19336,17104.19336,14122486832,0.062165392,35767
12/12/2022,17102.5,17212.56445,16899.39453,17206.4375,17206.4375,19617581341,0.068437414,40453
12/13/2022,17206.44141,17930.08594,17111.76367,17781.31836,17781.31836,26634741631,0.058274341,49616
12/14/2022,17782.06641,18318.53125,17739.51367,17815.65039,17815.65039,25534481470,0.057223348,52969
12/15/2022,17813.64453,17846.74414,17322.58984,17364.86523,17364.86523,20964448341,0.056328364,49373
12/16/2022,17364.54688,17505.52539,16584.70117,16647.48438,16647.48438,24031608960,0.05459558,47958
12/17/2022,16646.98242,16800.58984,16614.0293,16795.0918,16795.0918,14463581825,0.059559715,45147
12/18/2022,16795.60938,16815.38672,16697.82031,16757.97656,16757.97656,10924354698,0.065960918,37765
12/19/2022,16759.04102,16807.52734,16398.13672,16439.67969,16439.67969,17221074814,0.074875452,39331
12/20/2022,16441.78711,17012.98438,16427.86719,16906.30469,16906.30469,22722096615,0.087918189,43320
12/21/2022,16904.52734,16916.80078,16755.91211,16817.53516,16817.53516,14882945045,0.085664099,42930
12/22/2022,16818.38086,16866.67383,16592.4082,16830.3418,16830.3418,16441573050,0.075382079,42854
12/23/2022,16829.64453,16905.21875,16794.45898,16796.95313,16796.95313,15329265213,0.078311488,41331
12/24/2022,16796.97656,16864.70313,16793.52734,16847.75586,16847.75586,9744636213,0.084540152,37631
12/25/2022,16847.50586,16860.55469,16755.25391,16841.98633,16841.98633,11656379938,0.094762471,33948
12/26/2022,16842.25,16920.12305,16812.36914,16919.80469,16919.80469,11886957804,0.093101053,35789
12/27/2022,16919.29102,16959.8457,16642.07227,16717.17383,16717.17383,15748580239,0.072575044,39145
12/28/2022,16716.40039,16768.16992,16497.55664,16552.57227,16552.57227,17005713920,0.055302138,41370
12/29/2022,16552.32227,16651.75586,16508.68359,16642.3418,16642.3418,14472237479,0.066597753,41728
12/30/2022,16641.33008,16643.42773,16408.47461,16602.58594,16602.58594,15929162910,0.076080252,39807
12/31/2022,16603.67383,16628.98633,16517.51953,16547.49609,16547.49609,11239186456,0.08664067,37835
1/1/2023,16547.91406,16630.43945,16521.23438,16625.08008,16625.08008,9244361700,0.105646574,17107
1/2/2023,16625.50977,16759.34375,16572.22852,16688.4707,16688.4707,12097775227,0.074716886,20915
1/3/2023,16688.84766,16760.44727,16622.37109,16679.85742,16679.85742,13903079207,0.080171879,26908
1/4/2023,16680.20508,16964.58594,16667.76367,16863.23828,16863.23828,18421743322,0.081268771,23925
1/5/2023,16863.47266,16884.02148,16790.2832,16836.73633,16836.73633,13692758566,0.075178298,21982
1/6/2023,16836.47266,16991.99414,16716.42188,16951.96875,16951.96875,14413662913,0.06167941,21928
1/7/2023,16952.11719,16975.01758,16914.19141,16955.07813,16955.07813,7714767174,0.084294446,18772
1/8/2023,16954.14648,17091.14453,16924.05078,17091.14453,17091.14453,9768827914,0.088385592,19022
1/9/2023,17093.99219,17389.95703,17093.99219,17196.55469,17196.55469,18624736866,0.071526992,25744
1/10/2023,17192.94922,17484.7207,17162.99023,17446.29297,17446.29297,15808338949,0.072374499,23450
1/11/2023,17446.35938,17934.89648,17337.99414,17934.89648,17934.89648,18372283782,0.047715744,21346
1/12/2023,18117.59375,19030.08789,17995.20313,18869.58789,18869.58789,34971338710,0.063529318,29395
1/13/2023,18868.90625,19964.32227,18753.16406,19909.57422,19909.57422,29225029694,0.065613751,27038
1/14/2023,19910.53711,21075.14258,19907.82813,20976.29883,20976.29883,38967784639,0.060942105,31240
1/15/2023,20977.48438,20993.74805,20606.98633,20880.79883,20880.79883,19298407543,0.074481855,20542
1/16/2023,20882.22461,21360.875,20715.74609,21169.63281,21169.63281,26792494050,0.080131616,24636
1/17/2023,21175.83398,21438.66016,20978.5332,21161.51953,21161.51953,24999983362,0.083818396,23988
1/18/2023,21161.05078,21564.50195,20541.54492,20688.78125,20688.78125,30005625418,0.050083861,25255
1/19/2023,20686.74609,21163.01172,20685.38086,21086.79297,21086.79297,21152848261,0.051594198,22445
1/20/2023,21085.37305,22692.35742,20919.12695,22676.55273,22676.55273,28799154319,0.050680194,25271
1/21/2023,22677.42773,23282.34766,22511.83398,22777.625,22777.625,32442278429,0.059653811,25332
1/22/2023,22777.98633,23056.73047,22387.90039,22720.41602,22720.41602,24746386230,0.074594655,19846
1/23/2023,22721.08789,23126.48633,22654.30469,22934.43164,22934.43164,26518700512,0.085436121,23032
1/24/2023,22929.62695,23134.01172,22549.74414,22636.46875,22636.46875,26405069715,0.081693933,24003
1/25/2023,22639.26758,23722.09961,22406.07617,23117.85938,23117.85938,30685366709,0.086117225,24780
1/26/2023,23108.95508,23237.07813,22911.37305,23032.77734,23032.77734,26357839322,0.079687209,22879
1/27/2023,23030.7168,23417.7207,22654.59375,23078.72852,23078.72852,25383335641,0.079158134,22467
1/28/2023,23079.96484,23165.89648,22908.8457,23031.08984,23031.08984,14712928379,0.087289678,17846
1/29/2023,23031.44922,23919.89063,22985.07031,23774.56641,23774.56641,27423687259,0.078833095,19776
1/30/2023,23774.64844,23789.34766,22657.58203,22840.13867,22840.13867,27205595568,0.066898289,23489
1/31/2023,22840.79688,23225.02148,22765.56836,23139.2832,23139.2832,22837828665,0.061329793,22147
2/1/2023,23137.83594,23764.53906,22877.75,23723.76953,23723.76953,26683255504,0.06005312,23316
2/2/2023,23720.82422,24167.21094,23468.5957,23471.87109,23471.87109,32066936882,0.062851927,25433
2/3/2023,23469.41211,23678.10352,23279.95508,23449.32227,23449.32227,27083066007,0.050570464,21422
2/4/2023,23446.32031,23556.94922,23291.79492,23331.84766,23331.84766,15639298538,0.078237346,17474
2/5/2023,23332.24805,23423.43555,22841.75977,22955.66602,22955.66602,19564262605,0.110733016,18581
2/6/2023,22954.02148,23119.2793,22692.02539,22760.10938,22760.10938,23825006542,0.11793612,25858
2/7/2023,22757.26758,23310.97461,22756.25781,23264.29102,23264.29102,27187964471,0.097722349,22035
2/8/2023,23263.41602,23367.95898,22731.09766,22939.39844,22939.39844,25371367758,0.094459818,18897
2/9/2023,22946.56641,22996.4375,21773.97461,21819.03906,21819.03906,32572572185,0.084988946,21711
2/10/2023,21819.00586,21941.18555,21539.39258,21651.18359,21651.18359,27078406594,0.076975813,19408
2/11/2023,21651.8418,21891.41016,21618.44922,21870.875,21870.875,16356226232,0.081134893,15079
2/12/2023,21870.90234,22060.99414,21682.82813,21788.20313,21788.20313,17821046406,0.087365933,14322
2/13/2023,21787,21898.41406,21460.08789,21808.10156,21808.10156,23918742607,0.059432073,17482
2/14/2023,21801.82227,22293.14063,21632.39453,22220.80469,22220.80469,26792596581,0.088611287,18486
2/15/2023,22220.58594,24307.8418,22082.76953,24307.8418,24307.8418,32483312909,0.131860568,22596
2/16/2023,24307.34961,25134.11719,23602.52344,23623.47461,23623.47461,39316664596,0.104332665,22853
2/17/2023,23621.2832,24924.04102,23460.75586,24565.60156,24565.60156,41358451255,0.083579181,20259
2/18/2023,24565.29688,24798.83594,24468.37305,24641.27734,24641.27734,19625427158,0.132306597,15470
2/19/2023,24640.02734,25093.05469,24327.64258,24327.64258,24327.64258,25555105670,0.11369316,17190
2/20/2023,24336.62305,25020.45898,23927.91016,24829.14844,24829.14844,28987376573,0.119119576,20541
2/21/2023,24833.04883,25126.85156,24200.36328,24436.35352,24436.35352,31252098714,0.109460446,20720
2/22/2023,24437.41797,24472.33984,23644.31836,24188.84375,24188.84375,30199996781,0.091921746,19269
2/23/2023,24190.71875,24572.08984,23693.91992,23947.49219,23947.49219,30476264066,0.090157526,21559
2/24/2023,23946.00781,24103.70508,23007.07227,23198.12695,23198.12695,26811744928,0.082388695,18283
2/25/2023,23200.125,23210.21094,22861.55859,23175.375,23175.375,16100721565,0.104550407,14740
2/26/2023,23174.15039,23654.36719,23084.2207,23561.21289,23561.21289,16644534842,0.156097359,16522
2/27/2023,23561.45117,23857.89063,23205.87891,23522.87109,23522.87109,22660763494,0.102792079,18509
2/28/2023,23521.83789,23585.38477,23077.65039,23147.35352,23147.35352,20535363434,0.120285637,19042
3/1/2023,23150.92969,23880.63281,23088.62695,23646.55078,23646.55078,24662841200,0.101150344,18513
3/2/2023,23647.01953,23739.13867,23245.02148,23475.4668,23475.4668,20386398516,0.08584339,17447
3/3/2023,23476.63281,23479.34766,22213.23828,22362.67969,22362.67969,26062404610,0.059202526,20700
3/4/2023,22362.92383,22405.17773,22198.98047,22353.34961,22353.34961,11166012913,0.09586066,14315
3/5/2023,22354.14453,22613.68555,22307.14258,22435.51367,22435.51367,13317001733,0.09502893,14028
3/6/2023,22436.81641,22584.29297,22331.31445,22429.75781,22429.75781,17353192895,0.124504664,31362
3/7/2023,22428.32227,22527.41797,22011.26172,22219.76953,22219.76953,22765452204,0.080597149,19214
3/8/2023,22216.44141,22268.89648,21708.05078,21718.08008,21718.08008,22536575684,0.080990774,18927
3/9/2023,21720.08008,21802.7168,20210.30664,20363.02148,20363.02148,30364664171,0.053507574,23342
3/10/2023,20367.00195,20370.5957,19628.25391,20187.24414,20187.24414,39578257695,0.029336738,26939
3/11/2023,20187.87695,20792.52539,20068.66016,20632.41016,20632.41016,30180288176,0.035074849,22555
3/12/2023,20628.0293,22185.03125,20448.80664,22163.94922,22163.94922,29279035521,0.047745474,21928
3/13/2023,22156.40625,24550.83789,21918.19922,24197.5332,24197.5332,49466362688,0.049768383,35502
3/14/2023,24201.76563,26514.7168,24081.18359,24746.07422,24746.07422,54622230164,0.09656483,40514
3/15/2023,24770.92578,25240.61523,23964.91016,24375.96094,24375.96094,43655701450,0.09188123,25438
3/16/2023,24373.45703,25190.32617,24225.11133,25052.78906,25052.78906,33866061747,0.101552502,22658
3/17/2023,25055.12305,27787.8125,24955.16992,27423.92969,27423.92969,50730261335,0.076828337,29266
3/18/2023,27448.11719,27725.95313,26636.26172,26965.87891,26965.87891,35723036817,0.116017299,28777
3/19/2023,26969.50391,28440.56055,26907.7168,28038.67578,28038.67578,37769448859,0.079922058,25361
3/20/2023,28041.60156,28527.72461,27242.88086,27767.23633,27767.23633,44774027664,0.104007334,34735
3/21/2023,27768.39258,28439.5625,27439.64648,28175.81641,28175.81641,36102192830,0.101138447,30492
3/22/2023,28158.7207,28803.33594,26759.99609,27307.4375,27307.4375,33382021890,0.058304899,27020
3/23/2023,27301.95703,28729.84375,27183.36328,28333.97266,28333.97266,24220433689,0.062971327,22498
3/24/2023,28324.11133,28388.4375,27039.26563,27493.28516,27493.28516,25980310960,0.077502927,22639
3/25/2023,27487.33789,27791.82617,27196.23438,27494.70703,27494.70703,13383005987,0.083313161,16307
3/26/2023,27495.52344,28178.14453,27445.04688,27994.33008,27994.33008,13878363192,0.079089494,16490
3/27/2023,27994.06836,28037.92578,26606.68945,27139.88867,27139.88867,18188895178,0.082256281,27591
3/28/2023,27132.88867,27460.71875,26677.81836,27268.13086,27268.13086,17783600385,0.071266855,21355
3/29/2023,27267.03125,28619.54297,27259.66211,28348.44141,28348.44141,20684945906,0.08940285,28960
3/30/2023,28350.14063,29159.90234,27720.16016,28033.5625,28033.5625,22435349951,0.075771779,23246
3/31/2023,28032.26172,28639.89648,27583.71484,28478.48438,28478.48438,19001327598,0.073238912,21205
